SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
8.1,24.28,334027,23,24,cbr,1000,29,781,6250,6250000,Router,server1,31.2688,31.269483,31.279563,0.000683,124.941228,124941,1000,0.059605,0.001323,31.248,31.279563,25,75.02352,Normal
11.1,24.31,558461,11,22,cbr,1000,32,2933,6250,6250000,clien-11,Switch2,48.464,48.464,48.47408,0,124.943825,124944,1000,0.059605,0.000453,48.464,48.494693,25,75.02248,Normal
24.14,14,578712,22,14,ack,55,15,16098,16103,885665,Switch2,clien-14,50.047715,50.047715,50.057718,0,328.432001,18063.8,55,0.008446,0,50.027709,50.057718,1.030038,50.059974,Normal
24.1,10,244531,24,23,ack,55,11,7630,16103,885665,server1,Router,24.237059,24.237059,24.247062,0,328.561918,18070.9,55,0.008446,0,24.237059,24.267069,1.030013,50.040562,Normal
8,24.8,314818,8,21,tcp,1540,9,9443,16088,24775500,clien-8,Switch1,29.775083,29.775083,29.785206,0,328.11323,505294,1540,0.236278,0,29.775083,29.805453,1,50.031854,Normal
14.2,24.56,11622,23,24,cbr,1500,35,446,9108,13662000,router,server1,11.847063,11.848863,11.858983,0.0018,1016.4372,1524660,1500,0.130291,0.03384,11.825143,11.858983,1,9.960711,UDP-Flood
0,24,222465,23,24,tcp,1540,1,6943,16091,24780100,Router,server1,22.181445,22.181445,22.191568,0,328.316229,505606,1540,0.236321,0,22.161198,22.191568,1,50.010675,Normal
5.2,24.47,38603,21,23,cbr,692,26,1481,9108,6302740,switch1,router,36.996941,36.999516,37.009572,0.002575,1016.522962,703434,692,0.060108,0.036526,36.986286,37.022812,1,9.959955,UDP-Flood
24.1,1,467471,24,23,ack,55,2,13283,16091,885005,server1,Router,41.485899,41.485899,41.495902,0,328.297902,18056.4,55,0.00844,0,41.485899,41.515909,1.030016,50.043427,Normal
24.8,8,76556,21,8,ack,55,9,2379,16088,884840,Switch1,clien-8,8.441411,8.441411,8.451414,0,328.113525,18046.2,55,0.008438,0,8.421405,8.451414,1.030054,50.061864,Normal
24,0,549605,24,23,ack,55,1,15358,16091,885005,server1,Router,47.78464,47.78464,47.794643,0,328.316229,18057.4,55,0.00844,0,47.78464,47.814649,1.03001,50.040685,Normal
24.7,7,256412,24,23,ack,55,8,7963,16090,884950,server1,Router,25.290963,25.290963,25.300966,0,328.167767,18049.2,55,0.00844,0,25.290963,25.320973,1.030051,50.059851,Normal
13.2,24.55,130,23,24,cbr,1500,34,1,9108,13662000,router,server1,1.079351,1.136757,1.146877,0.057406,1016.443439,1524670,1500,0.130291,0.146877,1,1.146877,1,9.960656,UDP-Flood
24.8,8,250510,23,21,ack,55,9,7803,16088,884840,Router,Switch1,24.807483,24.807483,24.817487,0,328.113525,18046.2,55,0.008438,0,24.79748,24.82749,1.030054,50.061864,Normal
24.1,10,466706,24,23,ack,55,11,13280,16103,885665,server1,Router,41.42589,41.42589,41.435893,0,328.561918,18070.9,55,0.008446,0,41.42589,41.455899,1.030013,50.040562,Normal
4.2,24.46,15575,21,23,cbr,1500,25,657,10050,15075000,switch1,router,15.495217,15.495923,15.506043,0.000706,1118.27935,1677420,1500,0.143766,0.034906,15.484857,15.519763,1,9.987021,UDP-Flood
24.1,1,575060,24,23,ack,55,2,16000,16091,885005,server1,Router,49.736544,49.736544,49.746547,0,328.297902,18056.4,55,0.00844,0,49.736544,49.766554,1.030016,50.043427,Normal
24.11,11,180199,22,11,ack,55,12,5613,16103,885665,Switch2,clien-11,18.201651,18.201651,18.211654,0,328.522947,18068.8,55,0.008446,0,18.181645,18.211654,1.030019,50.046382,Normal
2.1,24.22,584956,23,24,cbr,1000,23,3438,6250,6250000,Router,server1,52.52432,52.52448,52.53456,0.00016,124.943625,124944,1000,0.059605,0.00032,52.504,52.53456,25,75.02256,Normal
6.1,24.26,608877,6,21,cbr,1000,27,4626,6250,6250000,clien-6,Switch1,62.008,62.008,62.01808,0,124.942027,124942,1000,0.059605,0.00096,62.008,62.0392,25,75.0232,Normal
24.9,9,84896,21,9,ack,55,10,2632,16085,884675,Switch1,clien-9,9.227573,9.227573,9.237576,0,328.064183,18043.5,55,0.008437,0,9.207566,9.237576,1.030058,50.060098,Normal
24.1,1,528143,24,23,ack,55,2,14812,16091,885005,server1,Router,46.138447,46.138447,46.14845,0,328.297902,18056.4,55,0.00844,0,46.138447,46.168456,1.030016,50.043427,Normal
24.15,15,316351,22,15,ack,55,16,9471,16092,885060,Switch2,clien-15,29.912367,29.912367,29.92237,0,328.206042,18051.3,55,0.008441,0,29.892361,29.92237,1.030045,50.060221,Normal
11.2,24.53,53061,22,23,cbr,1500,32,2030,9108,13662000,switch2,router,50.454931,50.456131,50.466251,0.0012,1016.449678,1524670,1500,0.130291,0.03336,50.444571,50.477931,1,9.960601,UDP-Flood
24.14,14,248343,22,14,ack,55,15,7741,16103,885665,Switch2,clien-14,24.613304,24.613304,24.623307,0,328.432001,18063.8,55,0.008446,0,24.593298,24.623307,1.030038,50.059974,Normal
24.2,2,89830,21,2,ack,55,3,2791,16091,885005,Switch1,clien-2,9.690648,9.690648,9.700651,0,328.26412,18054.5,55,0.00844,0,9.670642,9.700651,1.030022,50.048477,Normal
6.1,24.26,349860,21,23,cbr,1000,27,933,6250,6250000,Switch1,Router,32.47408,32.47448,32.48456,0.0004,124.942027,124942,1000,0.059605,0.000843,32.464,32.495083,25,75.0232,Normal
19.1,24.39,288346,22,23,cbr,1000,40,343,6250,6250000,Switch2,Router,27.75408,27.7548,27.76488,0.00072,124.940628,124941,1000,0.059605,0.001501,27.744,27.775741,25,75.02376,Normal
24.6,6,76713,23,21,ack,55,7,2388,16091,885005,Router,Switch1,8.443728,8.443728,8.453731,0,328.19309,18050.6,55,0.00844,0,8.433725,8.463734,1.030048,50.059112,Normal
5,24.5,245669,23,24,tcp,1540,6,7668,16091,24780100,Router,server1,24.36339,24.36339,24.373513,0,328.204637,505434,1540,0.236321,0,24.343144,24.373513,1,50.027339,Normal
15.1,24.35,291575,22,23,cbr,1000,36,374,6250,6250000,Switch2,Router,28.00208,28.00248,28.01256,0.0004,124.942227,124942,1000,0.059605,0.000904,27.992,28.023144,25,75.02312,Normal
1.2,24.43,11123,23,24,cbr,1500,22,430,9108,13662000,router,server1,11.409046,11.411566,11.421686,0.00252,1016.54293,1524810,1500,0.130291,0.0354,11.386286,11.421686,1,9.959779,UDP-Flood
18.1,24.38,290107,23,24,cbr,1000,39,360,6250,6250000,Router,server1,27.9008,27.90153,27.91161,0.00073,124.941028,124941,1000,0.059605,0.00137,27.88,27.91161,25,75.0236,Normal
1,24.1,95259,21,23,tcp,1540,2,2981,16091,24780100,Switch1,Router,10.193192,10.193192,10.203315,0,328.297855,505578,1540,0.236321,0,10.183069,10.213438,1,50.013418,Normal
24.1,1,379392,23,21,ack,55,2,11063,16091,885005,Router,Switch1,34.738901,34.738901,34.748904,0,328.297902,18056.4,55,0.00844,0,34.728898,34.758907,1.030016,50.043427,Normal
8,24.8,435215,8,21,tcp,1540,9,12480,16088,24775500,clien-8,Switch1,39.011181,39.011181,39.021304,0,328.11323,505294,1540,0.236278,0,39.011181,39.041551,1,50.031854,Normal
1,24.1,358635,1,21,tcp,1540,2,10557,16091,24780100,clien-1,Switch1,33.136025,33.13608,33.146203,0.000055,328.297855,505578,1540,0.236321,0.0016,33.136025,33.167994,1,50.013418,Normal
1,24.1,412623,1,21,tcp,1540,2,11920,16091,24780100,clien-1,Switch1,37.278731,37.278731,37.288855,0,328.297855,505578,1540,0.236321,0,37.278731,37.309101,1,50.013418,Normal
24.5,5,439416,21,5,ack,55,6,12580,16091,885005,Switch1,clien-5,39.354197,39.354197,39.3642,0,328.204851,18051.3,55,0.00844,0,39.33419,39.3642,1.030042,50.057349,Normal
24.11,11,393795,22,11,ack,55,12,11439,16103,885665,Switch2,clien-11,35.85299,35.85299,35.862993,0,328.522947,18068.8,55,0.008446,0,35.832983,35.862993,1.030019,50.046382,Normal
14,24.14,171033,23,24,tcp,1540,15,5340,16103,24798600,Router,server1,17.33738,17.33738,17.347503,0,328.431807,505785,1540,0.236498,0,17.317133,17.347503,1,50.029965,Normal
0,24,149348,21,23,tcp,1540,1,4667,16091,24780100,Switch1,Router,15.28911,15.28911,15.299233,0,328.316229,505606,1540,0.236321,0,15.278987,15.309356,1,50.010675,Normal
24.7,7,159223,24,23,ack,55,8,4952,16090,884950,server1,Router,16.206705,16.206705,16.216708,0,328.167767,18049.2,55,0.00844,0,16.206705,16.236714,1.030051,50.059851,Normal
24.1,1,435758,21,1,ack,55,2,12486,16091,885005,Switch1,clien-1,39.072464,39.072464,39.082467,0,328.297902,18056.4,55,0.00844,0,39.052458,39.082467,1.030016,50.043427,Normal
7,24.7,182633,21,23,tcp,1540,8,5692,16090,24778600,Switch1,Router,18.420492,18.420492,18.430615,0,328.167486,505378,1540,0.236307,0,18.410369,18.440738,1,50.029842,Normal
24.9,9,542043,21,9,ack,55,10,15161,16085,884675,Switch1,clien-9,47.226256,47.226256,47.236259,0,328.064183,18043.5,55,0.008437,0,47.20625,47.236259,1.030058,50.060098,Normal
24.8,8,125449,21,8,ack,55,9,3910,16088,884840,Switch1,clien-8,13.045141,13.045141,13.055144,0,328.113525,18046.2,55,0.008438,0,13.025134,13.055144,1.030054,50.061864,Normal
24.7,7,364483,21,7,ack,55,8,10690,16090,884950,Switch1,clien-7,33.605307,33.605307,33.61531,0,328.167767,18049.2,55,0.00844,0,33.585301,33.61531,1.030051,50.059851,Normal
8,24.8,310083,21,23,tcp,1540,9,9328,16088,24775500,Switch1,Router,29.422104,29.422104,29.432227,0,328.11323,505294,1540,0.236278,0.000003,29.411981,29.442354,1,50.031854,UDP-Flood
14.1,24.34,587660,23,24,cbr,1000,35,3572,6250,6250000,Router,server1,53.59648,53.59688,53.60696,0.0004,124.942626,124943,1000,0.059605,0.00072,53.576,53.60696,25,75.02296,Normal
11,24.11,50594,22,23,tcp,1540,12,1585,16103,24798600,Switch2,Router,5.982541,5.982541,5.992664,0,328.522879,505925,1540,0.236498,0,5.972418,6.002787,1,50.016373,Normal
9,24.9,305836,9,21,tcp,1540,10,9215,16085,24770900,clien-9,Switch1,29.087549,29.087549,29.097672,0,328.063862,505218,1540,0.236234,0,29.087549,29.117918,1,50.030088,Normal
7,24.7,159080,23,24,tcp,1540,8,4964,16090,24778600,Router,server1,16.212321,16.212321,16.222444,0,328.167486,505378,1540,0.236307,0,16.192075,16.222444,1,50.029842,Normal
24.1,10,275961,24,23,ack,55,11,8463,16103,885665,server1,Router,26.793624,26.793624,26.803627,0,328.561918,18070.9,55,0.008446,0,26.793624,26.823634,1.030013,50.040562,Normal
24.12,12,31522,22,12,ack,55,13,975,16103,885665,Switch2,clien-12,4.197126,4.197126,4.20713,0,328.491596,18067,55,0.008446,0,4.17712,4.20713,1.030026,50.051067,Normal
9.2,24.51,48506,21,23,cbr,1500,30,1855,9108,13662000,switch1,router,46.212526,46.213486,46.223606,0.00096,1016.496869,1524750,1500,0.130291,0.03252,46.202286,46.234806,1,9.960185,UDP-Flood
24.6,6,471202,21,6,ack,55,7,13372,16091,885005,Switch1,clien-6,41.79121,41.79121,41.801213,0,328.19309,18050.6,55,0.00844,0,41.771203,41.801213,1.030048,50.059112,Normal
24.11,11,180211,23,22,ack,55,12,5616,16103,885665,Router,Switch2,18.19251,18.19251,18.202514,0,328.522947,18068.8,55,0.008446,0,18.182507,18.212517,1.030019,50.046382,Normal
18.1,24.38,617281,22,23,cbr,1000,39,5043,6250,6250000,Switch2,Router,65.35408,65.35472,65.3648,0.00064,124.941028,124941,1000,0.059605,0.00136,65.344,65.3756,25,75.0236,Normal
7.1,24.27,603420,23,24,cbr,1000,28,4354,6250,6250000,Router,server1,59.85272,59.85328,59.86336,0.00056,124.941627,124942,1000,0.059605,0.00112,59.832,59.86336,25,75.02336,Normal
24.1,10,105357,22,10,ack,55,11,3290,16103,885665,Switch2,clien-10,11.15441,11.15441,11.164413,0,328.561918,18070.9,55,0.008446,0,11.134403,11.164413,1.030013,50.040562,Normal
18.1,24.38,630399,18,22,cbr,1000,39,5694,6250,6250000,clien-18,Switch2,70.552,70.552,70.56208,0,124.941028,124941,1000,0.059605,0.00136,70.552,70.5836,25,75.0236,Normal
24.15,15,340970,23,22,ack,55,16,10094,16092,885060,Router,Switch2,31.791886,31.791886,31.80189,0,328.206042,18051.3,55,0.008441,0,31.781883,31.811893,1.030045,50.060221,Normal
24.13,13,297979,24,23,ack,55,14,9017,16103,885665,server1,Router,28.484818,28.484818,28.494821,0,328.460278,18065.3,55,0.008446,0,28.484818,28.514827,1.030032,50.055747,Normal
7,24.7,59562,23,24,tcp,1540,8,1856,16090,24778600,Router,server1,6.838219,6.838219,6.848342,0,328.167486,505378,1540,0.236307,0,6.817973,6.848342,1,50.029842,Normal
24.13,13,364687,22,13,ack,55,14,10702,16103,885665,Switch2,clien-13,33.620882,33.620882,33.630886,0,328.460278,18065.3,55,0.008446,0,33.600876,33.630886,1.030032,50.055747,Normal
4,24.4,298082,23,24,tcp,1540,5,9029,16091,24780100,Router,server1,28.512442,28.513734,28.523858,0.001292,328.217832,505455,1540,0.236321,0.001476,28.492011,28.523858,1,50.025368,Normal
6.2,24.48,65234,23,24,cbr,1500,27,2628,9588,14382000,router,server1,61.933526,61.933526,61.943646,0,1066.08599,1599130,1500,0.137157,0.03036,61.913286,61.943646,1,9.993646,UDP-Flood
24.3,3,409172,24,23,ack,55,4,11821,16091,885005,server1,Router,37.013148,37.013148,37.023151,0,328.241051,18053.3,55,0.00844,0,37.013148,37.043157,1.030029,50.051929,Normal
13,24.13,114558,13,22,tcp,1540,14,3571,16103,24798600,clien-13,Switch2,11.998264,11.998264,12.008387,0,328.460131,505828,1540,0.236498,0,11.998264,12.028634,1,50.025737,Normal
3.2,24.45,75175,3,21,cbr,1500,24,2738,8655,12982500,client-3,switch1,71.250429,71.250789,71.260909,0.00036,962.684973,1444030,1500,0.123811,0.03204,71.250429,71.282469,1,9.99048,UDP-Flood
0,24,399856,23,24,tcp,1540,1,11591,16091,24780100,Router,server1,36.318768,36.320245,36.330368,0.001477,328.316229,505606,1540,0.236321,0.001477,36.298522,36.330368,1,50.010675,Normal
13,24.13,66014,22,23,tcp,1540,14,2067,16103,24798600,Switch2,Router,7.437555,7.437555,7.447678,0,328.460131,505828,1540,0.236498,0.000124,7.427432,7.457925,1,50.025737,Normal
1.1,24.21,581499,23,24,cbr,1000,22,3266,6250,6250000,Router,server1,51.14824,51.14832,51.1584,0.00008,124.944025,124944,1000,0.059605,0.00016,51.128,51.1584,25,75.0224,Normal
12.1,24.32,597748,12,22,cbr,1000,33,4073,6250,6250000,clien-12,Switch2,57.584,57.584,57.59408,0,124.943426,124943,1000,0.059605,0.0004,57.584,57.61464,25,75.02264,Normal
1,24.1,212893,23,24,tcp,1540,2,6650,16091,24780100,Router,server1,21.279607,21.279607,21.289731,0,328.297855,505578,1540,0.236321,0,21.259361,21.289731,1,50.013418,Normal
10.1,24.3,590467,23,24,cbr,1000,31,3712,6250,6250000,Router,server1,54.71616,54.71624,54.72632,0.00008,124.944225,124944,1000,0.059605,0.00008,54.696,54.72632,25,75.02232,Normal
15,24.15,166056,15,22,tcp,1540,16,5188,16092,24781700,clien-15,Switch2,16.851192,16.851192,16.861315,0,328.205808,505437,1540,0.236337,0,16.851192,16.881561,1,50.030211,Normal
24.1,1,373346,23,21,ack,55,2,10918,16091,885005,Router,Switch1,34.274884,34.274884,34.284887,0,328.297902,18056.4,55,0.00844,0,34.264881,34.29489,1.030016,50.043427,Normal
10,24.1,490067,23,24,tcp,1540,11,13874,16103,24798600,Router,server1,43.238608,43.239456,43.249579,0.000848,328.561898,505985,1540,0.236498,0.000848,43.218362,43.249579,1,50.010552,Normal
24.11,11,505365,22,11,ack,55,12,14250,16103,885665,Switch2,clien-11,44.412437,44.412437,44.42244,0,328.522947,18068.8,55,0.008446,0,44.39243,44.42244,1.030019,50.046382,Normal
8,24.8,146114,8,21,tcp,1540,9,4560,16088,24775500,clien-8,Switch1,14.972741,14.972741,14.982864,0,328.11323,505294,1540,0.236278,0,14.972741,15.00311,1,50.031854,Normal
24.8,8,210567,21,8,ack,55,9,6553,16088,884840,Switch1,clien-8,21.059802,21.059802,21.069805,0,328.113525,18046.2,55,0.008438,0,21.039795,21.069805,1.030054,50.061864,Normal
15.1,24.35,580369,15,22,cbr,1000,36,3209,6250,6250000,clien-15,Switch2,50.672,50.672,50.68208,0,124.942227,124942,1000,0.059605,0.00088,50.672,50.70312,25,75.02312,Normal
25,20,74027,23,21,tcp,576,0,933177,7110,4092144,router,switch1,70.238991,70.238991,70.249037,0,95.145988,54761.05236,575.547679,0.039026,0.113037,70.175216,70.288253,1.27255,75.999821,Normal
8,24.8,269609,21,23,tcp,1540,9,8305,16088,24775500,Switch1,Router,26.316488,26.316488,26.326611,0,328.11323,505294,1540,0.236278,0,26.306365,26.336734,1,50.031854,Normal
12,24.12,233978,22,23,tcp,1540,13,7307,16103,24798600,Switch2,Router,23.254934,23.254934,23.265058,0,328.491489,505876,1540,0.236498,0,23.244811,23.275181,1,50.021057,Normal
13,24.13,29977,13,22,tcp,1540,14,942,16103,24798600,clien-13,Switch2,4.030797,4.030797,4.04092,0,328.460131,505828,1540,0.236498,0,4.030797,4.061166,1,50.025737,Normal
8,24.8,396292,23,24,tcp,1540,9,11492,16088,24775500,Router,server1,36.045431,36.046724,36.056847,0.001293,328.11323,505294,1540,0.236278,0.0016,36.024877,36.056847,1,50.031854,Normal
18.1,24.38,326322,23,24,cbr,1000,39,707,6250,6250000,Router,server1,30.67672,30.677349,30.687429,0.000629,124.941028,124941,1000,0.059605,0.001189,30.656,30.687429,25,75.0236,Normal
13,24.13,395970,22,23,tcp,1540,14,11497,16103,24798600,Switch2,Router,36.010623,36.01088,36.021003,0.000257,328.460131,505828,1540,0.236498,0.001108,36.0005,36.031977,1,50.025737,Normal
5,24.5,269110,5,21,tcp,1540,6,8292,16091,24780100,clien-5,Switch1,26.267819,26.267819,26.277942,0,328.204637,505434,1540,0.236321,0,26.267819,26.298189,1,50.027339,Normal
8,24.8,248263,8,21,tcp,1540,9,7743,16088,24775500,clien-8,Switch1,24.58585,24.58585,24.595973,0,328.11323,505294,1540,0.236278,0.000123,24.58585,24.616343,1,50.031854,Normal
2.1,24.22,340994,21,23,cbr,1000,23,848,6250,6250000,Switch1,Router,31.79408,31.794242,31.804322,0.000162,124.943625,124944,1000,0.059605,0.000446,31.784,31.814686,25,75.02256,Normal
26,25.1,17977,26,25,ack,576,1,947649,5628,3241730,webserverlistin,webcache,17.774224,17.888688,17.927904,0.114464,658.090443,379060,576,0.030916,0.15368,17.774224,17.927904,1.447776,9.999792,Normal
24.1,10,75003,22,10,ack,55,11,2332,16103,885665,Switch2,clien-10,8.29589,8.29589,8.305893,0,328.561918,18070.9,55,0.008446,0,8.275883,8.305893,1.030013,50.040562,Normal
12,24.12,78000,12,22,tcp,1540,13,2436,16103,24798600,clien-12,Switch2,8.554802,8.554802,8.564925,0,328.491489,505876,1540,0.236498,0,8.554802,8.585171,1,50.021057,Normal
4.2,24.46,68710,4,21,cbr,192,25,2904,10050,1929600,client-4,switch1,65.131429,65.131909,65.141924,0.00048,1118.27935,214710,192,0.018402,0.030735,65.131429,65.162164,1,9.987021,UDP-Flood
24.3,3,53625,23,21,ack,55,4,1670,16091,885005,Router,Switch1,6.267859,6.267859,6.277862,0,328.241051,18053.3,55,0.00844,0,6.257856,6.287866,1.030029,50.051929,Normal
0,24,509118,0,21,tcp,1540,1,14343,16091,24780100,clien-0,Switch1,44.680213,44.680213,44.690336,0,328.316229,505606,1540,0.236321,0.0016,44.680213,44.712182,1,50.010675,Normal
12,24.12,529595,22,23,tcp,1540,13,14870,16103,24798600,Switch2,Router,46.260694,46.260694,46.270818,0,328.491489,505876,1540,0.236498,0.000307,46.250571,46.281248,1,50.021057,Normal
9.1,24.29,496700,21,23,cbr,1000,30,2341,6250,6250000,Switch1,Router,43.73808,43.738744,43.748824,0.000664,124.940828,124941,1000,0.059605,0.001427,43.728,43.759667,25,75.02368,Normal
14.2,24.56,22798,23,24,cbr,1500,35,872,9108,13662000,router,server1,22.233349,22.235149,22.245269,0.0018,1016.4372,1524660,1500,0.130291,0.03384,22.211429,22.245269,1,9.960711,UDP-Flood
8,24.8,52721,23,24,tcp,1540,9,1647,16088,24775500,Router,server1,6.191173,6.191173,6.201296,0,328.11323,505294,1540,0.236278,0,6.170926,6.201296,1,50.031854,Normal
1,24.1,514270,21,23,tcp,1540,2,14479,16091,24780100,Switch1,Router,45.084771,45.084771,45.094895,0,328.297855,505578,1540,0.236321,0.000611,45.074648,45.105629,1,50.013418,Normal
6,24.6,305279,21,23,tcp,1540,7,9207,16091,24780100,Switch1,Router,29.053672,29.053672,29.063795,0,328.192835,505416,1540,0.236321,0,29.043549,29.073918,1,50.029102,Normal
2,24.2,486518,21,23,tcp,1540,3,13776,16091,24780100,Switch1,Router,42.957394,42.957394,42.967517,0,328.26404,505526,1540,0.236321,0.000123,42.94727,42.977763,1,50.018467,Normal
24.14,14,489992,22,14,ack,55,15,13854,16103,885665,Switch2,clien-14,43.233667,43.233667,43.24367,0,328.432001,18063.8,55,0.008446,0,43.213661,43.24367,1.030038,50.059974,Normal
24,0,399209,24,23,ack,55,1,11565,16091,885005,server1,Router,36.248821,36.248821,36.258825,0,328.316229,18057.4,55,0.00844,0,36.248821,36.278831,1.03001,50.040685,Normal
24.7,7,510523,24,23,ack,55,8,14364,16090,884950,server1,Router,44.787232,44.787232,44.797235,0,328.167767,18049.2,55,0.00844,0,44.787232,44.817242,1.030051,50.059851,Normal
6,24.6,527223,6,21,tcp,1540,7,14801,16091,24780100,clien-6,Switch1,46.067957,46.067957,46.07808,0,328.192835,505416,1540,0.236321,0,46.067957,46.098326,1,50.029102,Normal
4.1,24.24,368408,21,23,cbr,1000,25,1111,6250,6250000,Switch1,Router,33.89808,33.898486,33.908566,0.000406,124.942826,124943,1000,0.059605,0.000929,33.888,33.919169,25,75.02288,Normal
12,24.12,332762,12,22,tcp,1540,13,9903,16103,24798600,clien-12,Switch2,31.151221,31.151221,31.161345,0,328.491489,505876,1540,0.236498,0,31.151221,31.181591,1,50.021057,Normal
9,24.9,463069,21,23,tcp,1540,10,13181,16085,24770900,Switch1,Router,41.157669,41.157669,41.167792,0,328.063862,505218,1540,0.236234,0.000388,41.147546,41.178303,1,50.030088,Normal
4.1,24.24,512756,21,23,cbr,1000,25,2495,6250,6250000,Switch1,Router,44.97008,44.9704,44.98048,0.00032,124.942826,124943,1000,0.059605,0.000695,44.96,44.990935,25,75.02288,Normal
3,24.3,227645,21,23,tcp,1540,4,7104,16091,24780100,Switch1,Router,22.658827,22.658827,22.66895,0,328.240918,505490,1540,0.236321,0,22.648704,22.679073,1,50.02192,Normal
24.4,4,558159,21,4,ack,55,5,15569,16091,885005,Switch1,clien-4,48.460051,48.460051,48.470055,0,328.218006,18052,55,0.00844,0,48.440045,48.470055,1.030035,50.055377,Normal
15.1,24.35,308578,15,22,cbr,1000,36,537,6250,6250000,clien-15,Switch2,29.296,29.296,29.30608,0,124.942227,124942,1000,0.059605,0.000912,29.296,29.327152,25,75.02312,Normal
19.1,24.39,411820,23,24,cbr,1000,40,1527,6250,6250000,Router,server1,37.236856,37.237619,37.247699,0.000763,124.940628,124941,1000,0.059605,0.001459,37.216,37.247699,25,75.02376,Normal
